Id,When,Cal,Alberta,BritishColumbia,Manitoba,NewBrunswick,NewfoundlandAndLabrador,NovaScotia,Ontario,PrinceEdwardIsland,Quebec,Saskatchewan,ModifiedDate
98862,12/1/2009 12:00:00 AM,Wheat excluding durum,,,,,200,,221,212,189.83,,11/7/2022 9:30:30 AM
98863,1/1/2010 12:00:00 AM,Wheat excluding durum,,,,,205,,219,216,128.83,,11/7/2022 9:30:30 AM
98864,2/1/2010 12:00:00 AM,Wheat excluding durum,,,,,205,,224,213,122.71,,11/7/2022 9:30:30 AM
98865,3/1/2010 12:00:00 AM,Wheat excluding durum,,,,,210,,225,222,127.51,,11/7/2022 9:30:30 AM
98866,4/1/2010 12:00:00 AM,Wheat excluding durum,,,,,210,,220,218,133.56,,11/7/2022 9:30:30 AM
98867,5/1/2010 12:00:00 AM,Wheat excluding durum,,,,,210,,220,201,146.56,,11/7/2022 9:30:30 AM
98868,6/1/2010 12:00:00 AM,Wheat excluding durum,,,,,210,,229,194,131.14,,11/7/2022 9:30:30 AM
98869,7/1/2010 12:00:00 AM,Wheat excluding durum,,,,,210,,223,185,144.43,,11/7/2022 9:30:30 AM
98870,8/1/2010 12:00:00 AM,Wheat excluding durum,,,,,210,,216,200,121.43,,11/7/2022 9:30:30 AM
98871,9/1/2010 12:00:00 AM,Wheat excluding durum,,,,,220,,225,235,117.76,,11/7/2022 9:30:30 AM
98872,10/1/2010 12:00:00 AM,Wheat excluding durum,,,,,220,,225,245,145.78,,11/7/2022 9:30:30 AM
98873,11/1/2010 12:00:00 AM,Wheat excluding durum,,,,,225,,230,245,135.47,,11/7/2022 9:30:30 AM
98874,12/1/2010 12:00:00 AM,Wheat excluding durum,,,,,230,,225,245,148.66,,11/7/2022 9:30:30 AM
98875,1/1/2011 12:00:00 AM,Wheat excluding durum,,,,,235,,235,245,150.88,,11/7/2022 9:30:30 AM
98876,2/1/2011 12:00:00 AM,Wheat excluding durum,,,,,240,,241,240,173,,11/7/2022 9:30:30 AM
98877,3/1/2011 12:00:00 AM,Wheat excluding durum,,,,,230,,254,240,170.58,,11/7/2022 9:30:30 AM
98878,4/1/2011 12:00:00 AM,Wheat excluding durum,,,,,200,,260,236,216.58,,11/7/2022 9:30:30 AM
98879,5/1/2011 12:00:00 AM,Wheat excluding durum,,,,,235,,278,265,202.26,,11/7/2022 9:30:30 AM
98880,6/1/2011 12:00:00 AM,Wheat excluding durum,,,,,245,,272,272,180.18,,11/7/2022 9:30:30 AM
98881,7/1/2011 12:00:00 AM,Wheat excluding durum,,,,,260,,285,268,182.82,,11/7/2022 9:30:30 AM
98882,8/1/2011 12:00:00 AM,Wheat excluding durum,,,,,265,,270,271,239.03,,11/7/2022 9:30:30 AM
98883,9/1/2011 12:00:00 AM,Wheat excluding durum,,,,,268,,268,271,239.9,,11/7/2022 9:30:30 AM
98884,10/1/2011 12:00:00 AM,Wheat excluding durum,,,,,270,,265,269,248.31,,11/7/2022 9:30:30 AM
98885,11/1/2011 12:00:00 AM,Wheat excluding durum,,,,,270,,265,269,265.64,,11/7/2022 9:30:30 AM
98886,12/1/2011 12:00:00 AM,Wheat excluding durum,,,,,272,,262,265,228.11,,11/7/2022 9:30:30 AM
98887,1/1/2012 12:00:00 AM,Wheat excluding durum,,,,,275,,270,270,244.46,,11/7/2022 9:30:30 AM
98888,2/1/2012 12:00:00 AM,Wheat excluding durum,,,,,270,,272,270,225.88,,11/7/2022 9:30:30 AM
98889,3/1/2012 12:00:00 AM,Wheat excluding durum,,,,,265,,270,260,235.19,,11/7/2022 9:30:30 AM
98890,4/1/2012 12:00:00 AM,Wheat excluding durum,,,,,260,,265,260,250.39,,11/7/2022 9:30:30 AM
98891,5/1/2012 12:00:00 AM,Wheat excluding durum,,,,,263,,268,265,245.26,,11/7/2022 9:30:30 AM
98892,6/1/2012 12:00:00 AM,Wheat excluding durum,,,,,267,,270,268,246.41,,11/7/2022 9:30:30 AM
98893,7/1/2012 12:00:00 AM,Wheat excluding durum,,,,,272,,275,275,278.24,,11/7/2022 9:30:30 AM
98894,8/1/2012 12:00:00 AM,Wheat excluding durum,273.83,,261.44,,278,,280,280,308.18,262.29,11/7/2022 9:30:30 AM
98895,9/1/2012 12:00:00 AM,Wheat excluding durum,283.7,,282.1,,280,,282,285,315.04,277.54,11/7/2022 9:30:30 AM
98896,10/1/2012 12:00:00 AM,Wheat excluding durum,279.64,,292.1,,288,,290,287,315.89,279.27,11/7/2022 9:30:30 AM
98897,11/1/2012 12:00:00 AM,Wheat excluding durum,287.72,,302.84,,289,,290,289,312.9,287.61,11/7/2022 9:30:30 AM
98898,12/1/2012 12:00:00 AM,Wheat excluding durum,288.71,,307.37,,281,,282,272,319.95,290.37,11/7/2022 9:30:30 AM
98899,1/1/2013 12:00:00 AM,Wheat excluding durum,294.19,,298.84,,285,,285,282,315.02,291.15,11/7/2022 9:30:30 AM
98900,2/1/2013 12:00:00 AM,Wheat excluding durum,293.8,,292.94,,288,,288,285,310.39,282.6,11/7/2022 9:30:30 AM
98901,3/1/2013 12:00:00 AM,Wheat excluding durum,294.57,,291.02,,285,,282,288,301.6,285.06,11/7/2022 9:30:30 AM
98902,4/1/2013 12:00:00 AM,Wheat excluding durum,295.11,,285.11,,280,,278,284,294.37,282.84,11/7/2022 9:30:30 AM
98903,5/1/2013 12:00:00 AM,Wheat excluding durum,292.46,,287.27,,269,,270,271,279.19,282.93,11/7/2022 9:30:30 AM
98904,6/1/2013 12:00:00 AM,Wheat excluding durum,287.04,,282.35,,270,,278,268,292.97,275.28,11/7/2022 9:30:30 AM
98905,7/1/2013 12:00:00 AM,Wheat excluding durum,275.38,,271.29,,263,,270,262,285.05,264.99,11/7/2022 9:30:30 AM
98906,8/1/2013 12:00:00 AM,Durum,284.34,,,,,,,,,286.54,11/7/2022 9:30:30 AM
98907,8/1/2013 12:00:00 AM,Wheat excluding durum,257.42,,251.9,,250,,251,249,246.36,248.65,11/7/2022 9:30:30 AM
98908,9/1/2013 12:00:00 AM,Durum,270.73,,,,,,,,,264.61,11/7/2022 9:30:30 AM
98909,9/1/2013 12:00:00 AM,Wheat excluding durum,245.77,,249.83,,253.25,,241.5,265,242.23,231.04,11/7/2022 9:30:30 AM
98910,10/1/2013 12:00:00 AM,Durum,255.56,,,,,,,,,248.08,11/7/2022 9:30:30 AM
98911,10/1/2013 12:00:00 AM,Wheat excluding durum,244.91,,245.54,,258.6,,260.2,257,229.06,234.04,11/7/2022 9:30:30 AM
98912,11/1/2013 12:00:00 AM,Durum,235.6,,,,,,,,,237.68,11/7/2022 9:30:30 AM
98913,11/1/2013 12:00:00 AM,Wheat excluding durum,241.45,,241.35,,258.88,,266.5,251.25,234.36,229.05,11/7/2022 9:30:30 AM
98914,12/1/2013 12:00:00 AM,Durum,234.86,,,,,,,,,222.08,11/7/2022 9:30:30 AM
98915,12/1/2013 12:00:00 AM,Wheat excluding durum,233.94,,232.97,,261.06,,269.9,250,234.15,222.72,11/7/2022 9:30:30 AM
98916,1/1/2014 12:00:00 AM,Durum,217.92,,,,,,,,,218.4,11/7/2022 9:30:30 AM
98917,1/1/2014 12:00:00 AM,Wheat excluding durum,226.77,,229.53,,260.89,,279.5,246,231.21,214.49,11/7/2022 9:30:30 AM
98918,2/1/2014 12:00:00 AM,Durum,224.62,,,,,,,,,214.04,11/7/2022 9:30:30 AM
98919,2/1/2014 12:00:00 AM,Wheat excluding durum,221.75,,213.57,,265.38,,285.75,245,233.35,210.63,11/7/2022 9:30:30 AM
98920,3/1/2014 12:00:00 AM,Durum,198.01,,,,,,,,,213.48,11/7/2022 9:30:30 AM
98921,3/1/2014 12:00:00 AM,Wheat excluding durum,219.9,,216.64,,261.33,,294,245,247.97,206.56,11/7/2022 9:30:30 AM
98922,4/1/2014 12:00:00 AM,Durum,205.19,,,,,,,,,209.14,11/7/2022 9:30:30 AM
98923,4/1/2014 12:00:00 AM,Wheat excluding durum,212.41,,215.37,,280.69,,312.63,248.75,266.58,204.23,11/7/2022 9:30:30 AM
98924,5/1/2014 12:00:00 AM,Durum,212.66,,,,,,,,,215.62,11/7/2022 9:30:30 AM
98925,5/1/2014 12:00:00 AM,Wheat excluding durum,212.72,,221.11,,283.06,,318.13,255,259.31,201.5,11/7/2022 9:30:30 AM
98926,6/1/2014 12:00:00 AM,Durum,223.49,,,,,,,,,221.57,11/7/2022 9:30:30 AM
98927,6/1/2014 12:00:00 AM,Wheat excluding durum,206.03,,219.15,,279.06,,298.3,255,265.02,196.35,11/7/2022 9:30:30 AM
98928,7/1/2014 12:00:00 AM,Durum,224.78,,,,,,,,,223.13,11/7/2022 9:30:30 AM
98929,7/1/2014 12:00:00 AM,Wheat excluding durum,196.29,,212.85,,257,,261,247.82,266.76,193.28,11/7/2022 9:30:30 AM
98930,8/1/2014 12:00:00 AM,Durum,233.93,,,,,,,,,231.16,11/7/2022 9:30:30 AM
98931,8/1/2014 12:00:00 AM,Wheat excluding durum,192.86,,208.19,,234.06,,231,207.15,248.04,189.18,11/7/2022 9:30:30 AM
98932,9/1/2014 12:00:00 AM,Durum,244.97,,,,,,,,,234.34,11/7/2022 9:30:30 AM
98933,9/1/2014 12:00:00 AM,Wheat excluding durum,196.08,,203.72,,222.97,,230.41,207.39,239.53,186.55,11/7/2022 9:30:30 AM
98934,10/1/2014 12:00:00 AM,Durum,266.67,,,,,,,,,250.31,11/7/2022 9:30:30 AM
98935,10/1/2014 12:00:00 AM,Wheat excluding durum,198.84,,211.23,,221.83,,240.29,230,241.75,193.53,11/7/2022 9:30:30 AM
98936,11/1/2014 12:00:00 AM,Durum,336.9,,,,,,,,,313.74,11/7/2022 9:30:30 AM
98937,11/1/2014 12:00:00 AM,Wheat excluding durum,204.41,,212.9,,227.77,,250.97,228.75,248.72,193.86,11/7/2022 9:30:30 AM
98938,12/1/2014 12:00:00 AM,Durum,354.13,,,,,,,,,318.75,11/7/2022 9:30:30 AM
98939,12/1/2014 12:00:00 AM,Wheat excluding durum,209.22,,218.82,,233.3,,259.22,235,265.99,201.1,11/7/2022 9:30:30 AM
98940,1/1/2015 12:00:00 AM,Durum,374.76,,,,,,,,,330.3,11/7/2022 9:30:30 AM
98941,1/1/2015 12:00:00 AM,Wheat excluding durum,212.58,,217.71,,237.96,,270.54,240.71,275.79,201.01,11/7/2022 9:30:30 AM
98942,2/1/2015 12:00:00 AM,Durum,347.83,,,,,,,,,323.74,11/7/2022 9:30:30 AM
98943,2/1/2015 12:00:00 AM,Wheat excluding durum,216.62,,217.37,,242.72,,274.19,245.96,273.05,203.92,11/7/2022 9:30:30 AM
98944,3/1/2015 12:00:00 AM,Durum,346.64,,,,,,,,,312.16,11/7/2022 9:30:30 AM
98945,3/1/2015 12:00:00 AM,Wheat excluding durum,221.62,,219.18,,247.58,,275.71,248.66,269.13,207.52,11/7/2022 9:30:30 AM
98946,4/1/2015 12:00:00 AM,Durum,344.97,,,,,,,,,285.41,11/7/2022 9:30:30 AM
98947,4/1/2015 12:00:00 AM,Wheat excluding durum,220.99,,224.1,,260.64,,274.88,258.14,270.63,202.8,11/7/2022 9:30:30 AM
98948,5/1/2015 12:00:00 AM,Durum,369.32,,,,,,,,,281.61,11/7/2022 9:30:30 AM
98949,5/1/2015 12:00:00 AM,Wheat excluding durum,221.05,,221.34,,257.82,,270.71,254.95,265.88,204.2,11/7/2022 9:30:30 AM
98950,6/1/2015 12:00:00 AM,Durum,324.99,,,,,,,,,266.57,11/7/2022 9:30:30 AM
98951,6/1/2015 12:00:00 AM,Wheat excluding durum,220.22,,220.97,,258.39,,267.21,265.87,272.12,205.09,11/7/2022 9:30:30 AM
98952,7/1/2015 12:00:00 AM,Durum,379.14,,,,,,,,,282.15,11/7/2022 9:30:30 AM
98953,7/1/2015 12:00:00 AM,Wheat excluding durum,229.51,,228.99,,264.9,,263.71,252.96,255.89,214.62,11/7/2022 9:30:30 AM
98954,8/1/2015 12:00:00 AM,Durum,355.17,,,,,,,,,318.86,11/7/2022 9:30:30 AM
98955,8/1/2015 12:00:00 AM,Wheat excluding durum,220.91,,220.1,,250.41,,240.81,219.05,252.76,208.1,11/7/2022 9:30:30 AM
98956,9/1/2015 12:00:00 AM,Durum,343.87,,,,,,,,,327.78,11/7/2022 9:30:30 AM
98957,9/1/2015 12:00:00 AM,Wheat excluding durum,223.95,,223.01,,224.6,,222.28,185.15,245.75,215.9,11/7/2022 9:30:30 AM
98958,10/1/2015 12:00:00 AM,Durum,338.26,,,,,,,,,314.59,11/7/2022 9:30:30 AM
98959,10/1/2015 12:00:00 AM,Wheat excluding durum,225.19,,226.29,,235.48,,245.64,197,239.85,219.23,11/7/2022 9:30:30 AM
98960,11/1/2015 12:00:00 AM,Durum,334.76,,,,,,,,,287.46,11/7/2022 9:30:30 AM
98961,11/1/2015 12:00:00 AM,Wheat excluding durum,226.24,,224.57,,228.16,,256.72,247.46,244.19,220.27,11/7/2022 9:30:30 AM
98962,12/1/2015 12:00:00 AM,Durum,321.49,,,,,,,,,300.91,11/7/2022 9:30:30 AM
98963,12/1/2015 12:00:00 AM,Wheat excluding durum,232.56,,232.89,,250.66,,253.15,244.17,246.5,227.83,11/7/2022 9:30:30 AM
98964,1/1/2016 12:00:00 AM,Durum,332.57,,,,,,,,,304.18,11/7/2022 9:30:30 AM
98965,1/1/2016 12:00:00 AM,Wheat excluding durum,235.32,,231.63,,251.71,,257.46,243.82,245.37,227.53,11/7/2022 9:30:30 AM
98966,2/1/2016 12:00:00 AM,Durum,331.8,,,,,,,,,301.27,11/7/2022 9:30:30 AM
98967,2/1/2016 12:00:00 AM,Wheat excluding durum,231.29,,224.67,,246.3,,261.26,242.52,248.2,225.04,11/7/2022 9:30:30 AM
98968,3/1/2016 12:00:00 AM,Durum,325.92,,,,,,,,,293.47,11/7/2022 9:30:30 AM
98969,3/1/2016 12:00:00 AM,Wheat excluding durum,235.08,,233.15,,252.93,,257.7,248.57,242.89,228.4,11/7/2022 9:30:30 AM
98970,4/1/2016 12:00:00 AM,Durum,315.74,,,,,,,,,283.83,11/7/2022 9:30:30 AM
98971,4/1/2016 12:00:00 AM,Wheat excluding durum,235.17,,231.36,,276.74,,256.33,256.26,235.59,227.35,11/7/2022 9:30:30 AM
98972,5/1/2016 12:00:00 AM,Durum,332.69,,,,,,,,,286.9,11/7/2022 9:30:30 AM
98973,5/1/2016 12:00:00 AM,Wheat excluding durum,243.65,,239.03,,251.62,,257.15,261.7,236.38,231.39,11/7/2022 9:30:30 AM
98974,6/1/2016 12:00:00 AM,Durum,300.92,,,,,,,,,279.53,11/7/2022 9:30:30 AM
98975,6/1/2016 12:00:00 AM,Wheat excluding durum,241.73,,235.65,,257.41,,252.86,245.44,235.2,230.77,11/7/2022 9:30:30 AM
98976,7/1/2016 12:00:00 AM,Durum,285.93,,,,,,,,,266.82,11/7/2022 9:30:30 AM
98977,7/1/2016 12:00:00 AM,Wheat excluding durum,234.27,,229.6,,246.94,,251.54,254.77,239.1,221.77,11/7/2022 9:30:30 AM
98978,8/1/2016 12:00:00 AM,Durum,255.07,,,,,,,,,240.65,11/7/2022 9:30:30 AM
98979,8/1/2016 12:00:00 AM,Wheat excluding durum,217.59,,214.25,,236.58,,214.3,169.21,224.35,205.32,11/7/2022 9:30:30 AM
98980,9/1/2016 12:00:00 AM,Durum,248.87,,,,,,,,,231.63,11/7/2022 9:30:30 AM
98981,9/1/2016 12:00:00 AM,Wheat excluding durum,214.53,,216.6,,241.37,,236.55,171.08,217.25,201.32,11/7/2022 9:30:30 AM
98982,10/1/2016 12:00:00 AM,Durum,264.37,,,,,,,,,240.1,11/7/2022 9:30:30 AM
98983,10/1/2016 12:00:00 AM,Wheat excluding durum,217.13,,221.02,,222.18,,233.81,186.09,213.12,209.98,11/7/2022 9:30:30 AM
98984,11/1/2016 12:00:00 AM,Durum,272.11,,,,,,,,,249.14,11/7/2022 9:30:30 AM
98985,11/1/2016 12:00:00 AM,Wheat excluding durum,222.36,,226.43,,222.34,,234.95,216.17,218.49,215.2,11/7/2022 9:30:30 AM
98986,12/1/2016 12:00:00 AM,Durum,283.14,,,,,,,,,239.63,11/7/2022 9:30:30 AM
98987,12/1/2016 12:00:00 AM,Wheat excluding durum,227.24,,233.29,,212.43,,236.75,213.02,228.83,215.93,11/7/2022 9:30:30 AM
98988,1/1/2017 12:00:00 AM,Durum,285.16,,,,,,,,,226.67,11/7/2022 9:30:30 AM
98989,1/1/2017 12:00:00 AM,Wheat excluding durum,228.99,,235.39,,221.87,,227.86,221.43,230.01,221.69,11/7/2022 9:30:30 AM
98990,2/1/2017 12:00:00 AM,Durum,276.58,,,,,,,,,193.78,11/7/2022 9:30:30 AM
98991,2/1/2017 12:00:00 AM,Wheat excluding durum,222.93,,231.16,,229.59,,225.95,220.72,232.69,220.15,11/7/2022 9:30:30 AM
98992,3/1/2017 12:00:00 AM,Durum,267.94,,,,,,,,,205.53,11/7/2022 9:30:30 AM
98993,3/1/2017 12:00:00 AM,Wheat excluding durum,229.33,,236.99,,240.85,,225.95,221.21,235.38,220.96,11/7/2022 9:30:30 AM
98994,4/1/2017 12:00:00 AM,Durum,246.28,,,,,,,,,191.98,11/7/2022 9:30:30 AM
98995,4/1/2017 12:00:00 AM,Wheat excluding durum,231.68,,236.7,,238.24,,225.95,217.27,238.52,216.19,11/7/2022 9:30:30 AM
98996,5/1/2017 12:00:00 AM,Durum,250.16,,,,,,,,,206.01,11/7/2022 9:30:30 AM
98997,5/1/2017 12:00:00 AM,Wheat excluding durum,232.47,,239.04,,225.01,,243.84,220.53,237.25,216.17,11/7/2022 9:30:30 AM
98998,6/1/2017 12:00:00 AM,Durum,255.13,,,,,,,,,206.42,11/7/2022 9:30:30 AM
98999,6/1/2017 12:00:00 AM,Wheat excluding durum,237.61,,245.96,,220.1,,246.86,209.9,241.92,225.86,11/7/2022 9:30:30 AM
99000,7/1/2017 12:00:00 AM,Durum,267.77,,,,,,,,,225.46,11/7/2022 9:30:30 AM
99001,7/1/2017 12:00:00 AM,Wheat excluding durum,241.76,,258.55,,217.01,,241.41,199.35,243.53,243.06,11/7/2022 9:30:30 AM
99002,8/1/2017 12:00:00 AM,Durum,285.27,,,,,,,,,249.47,11/7/2022 9:30:30 AM
99003,8/1/2017 12:00:00 AM,Wheat excluding durum,244.05,,255.71,,220.32,,236.98,160.32,237.55,227.75,11/7/2022 9:30:30 AM
99004,9/1/2017 12:00:00 AM,Durum,292.58,,,,,,,,,264.09,11/7/2022 9:30:30 AM
99005,9/1/2017 12:00:00 AM,Wheat excluding durum,247.44,,258.53,,223.41,,220.72,169.64,239.16,239.08,11/7/2022 9:30:30 AM
99006,10/1/2017 12:00:00 AM,Durum,303.69,,,,,,,,,274.87,11/7/2022 9:30:30 AM
99007,10/1/2017 12:00:00 AM,Wheat excluding durum,251.03,,257.33,,218.86,,218.2,176.49,235.84,241.18,11/7/2022 9:30:30 AM
99008,11/1/2017 12:00:00 AM,Durum,294.38,,,,,,,,,276.21,11/7/2022 9:30:30 AM
99009,11/1/2017 12:00:00 AM,Wheat excluding durum,256.17,,261.57,,218.57,,215.1,183.6,241.27,244.16,11/7/2022 9:30:30 AM
99010,12/1/2017 12:00:00 AM,Durum,284.46,,,,,,,,,272.1,11/7/2022 9:30:30 AM
99011,12/1/2017 12:00:00 AM,Wheat excluding durum,255.1,,255.01,,209.88,,212.13,198.8,248.73,243.42,11/7/2022 9:30:30 AM
99012,1/1/2018 12:00:00 AM,Durum,281.37,,,,,,,,,267.29,11/7/2022 9:30:30 AM
99013,1/1/2018 12:00:00 AM,Wheat excluding durum,252.8,,249.04,,215.02,,210.98,198.08,247.19,236.81,11/7/2022 9:30:30 AM
99014,2/1/2018 12:00:00 AM,Durum,279.48,,,,,,,,,262.9,11/7/2022 9:30:30 AM
99015,2/1/2018 12:00:00 AM,Wheat excluding durum,249.46,,245.04,,224.95,,215.56,205.13,247.65,233.85,11/7/2022 9:30:30 AM
99016,3/1/2018 12:00:00 AM,Durum,272.11,,,,,,,,,262.64,11/7/2022 9:30:30 AM
99017,3/1/2018 12:00:00 AM,Wheat excluding durum,256.22,,250.2,,218.48,,230.47,217.91,250.29,233.84,11/7/2022 9:30:30 AM
99018,4/1/2018 12:00:00 AM,Durum,267.45,,,,,,,,,261.1,11/7/2022 9:30:30 AM
99019,4/1/2018 12:00:00 AM,Wheat excluding durum,251.02,,251.03,,224.43,,232.99,213.89,245.85,237.17,11/7/2022 9:30:30 AM
99020,5/1/2018 12:00:00 AM,Durum,266.92,,,,,,,,,256.51,11/7/2022 9:30:30 AM
99021,5/1/2018 12:00:00 AM,Wheat excluding durum,253.59,,251.31,,232.69,,247.67,237.31,254.39,239.63,11/7/2022 9:30:30 AM
99022,6/1/2018 12:00:00 AM,Durum,263.2,,,,,,,,,261.81,11/7/2022 9:30:30 AM
99023,6/1/2018 12:00:00 AM,Wheat excluding durum,254.9,,248.66,,238.55,,241.55,251.37,257.51,239.62,11/7/2022 9:30:30 AM
99024,7/1/2018 12:00:00 AM,Durum,260,,,,,,,,,255.13,11/7/2022 9:30:30 AM
99025,7/1/2018 12:00:00 AM,Wheat excluding durum,251.31,,243.01,,249.29,,246.52,251.37,248.38,232.23,11/7/2022 9:30:30 AM
99026,8/1/2018 12:00:00 AM,Durum,257.25,,,,,,,,,252.97,11/7/2022 9:30:30 AM
99027,8/1/2018 12:00:00 AM,Wheat excluding durum,257.77,,252.45,,239.62,,236.2,223.49,257.51,244.14,11/7/2022 9:30:30 AM
99028,9/1/2018 12:00:00 AM,Durum,247.99,,,,,,,,,248.5,11/7/2022 9:30:30 AM
99029,9/1/2018 12:00:00 AM,Wheat excluding durum,256.6,,251.11,,238,,239.64,216.72,257.59,243.17,11/7/2022 9:30:30 AM
99030,10/1/2018 12:00:00 AM,Durum,244.81,,,,,,,,,238.79,11/7/2022 9:30:30 AM
99031,10/1/2018 12:00:00 AM,Wheat excluding durum,246.63,,250.88,,245.97,,233.91,212.37,254.8,242.94,11/7/2022 9:30:30 AM
99032,11/1/2018 12:00:00 AM,Durum,245.35,,,,,,,,,228.67,11/7/2022 9:30:30 AM
99033,11/1/2018 12:00:00 AM,Wheat excluding durum,253.6,,256.7,,247.88,,238.5,239,257.12,244.42,11/7/2022 9:30:30 AM
99034,12/1/2018 12:00:00 AM,Durum,239.98,,,,,,,,,227.47,11/7/2022 9:30:30 AM
99035,12/1/2018 12:00:00 AM,Wheat excluding durum,256.23,,258.1,,246.29,,243.08,228.92,266.63,249.49,11/7/2022 9:30:30 AM
99036,1/1/2019 12:00:00 AM,Durum,239.4,,,,,,,,,230.87,11/7/2022 9:30:30 AM
99037,1/1/2019 12:00:00 AM,Wheat excluding durum,249.93,,255.77,,251.04,,236.24,233.54,274.91,246.95,11/7/2022 9:30:30 AM
99038,2/1/2019 12:00:00 AM,Durum,248.16,,,,,,,,,238.78,11/7/2022 9:30:30 AM
99039,2/1/2019 12:00:00 AM,Wheat excluding durum,250.43,,253.93,,244.68,,244.71,234,283.81,246.09,11/7/2022 9:30:30 AM
99040,3/1/2019 12:00:00 AM,Durum,251.45,,,,,,,,,240.65,11/7/2022 9:30:30 AM
99041,3/1/2019 12:00:00 AM,Wheat excluding durum,252.49,,252.96,,247.54,,241.54,239.92,281.91,249.16,11/7/2022 9:30:30 AM
99042,4/1/2019 12:00:00 AM,Durum,251.14,,,,,,,,,243.68,11/7/2022 9:30:30 AM
99043,4/1/2019 12:00:00 AM,Wheat excluding durum,253.27,,249.8,,250.86,,241.54,236.47,278.76,242.45,11/7/2022 9:30:30 AM
99044,5/1/2019 12:00:00 AM,Durum,252.07,,,,,,,,,244.61,11/7/2022 9:30:30 AM
99045,5/1/2019 12:00:00 AM,Wheat excluding durum,248.4,,247.95,,248.49,,233.06,237.43,283.62,239.3,11/7/2022 9:30:30 AM
99046,6/1/2019 12:00:00 AM,Durum,254.23,,,,,,,,,250.77,11/7/2022 9:30:30 AM
99047,6/1/2019 12:00:00 AM,Wheat excluding durum,254.18,,247.39,,253.82,,241.54,239.63,286.58,242.95,11/7/2022 9:30:30 AM
99048,7/1/2019 12:00:00 AM,Durum,256.73,,,,,,,,,253.13,11/7/2022 9:30:30 AM
99049,7/1/2019 12:00:00 AM,Wheat excluding durum,249.64,,239.26,,264.05,,237.3,245.07,282.93,236.27,11/7/2022 9:30:30 AM
99050,8/1/2019 12:00:00 AM,Durum,255.38,,,,,,,,,251.26,11/7/2022 9:30:30 AM
99051,8/1/2019 12:00:00 AM,Wheat excluding durum,240.51,,225.96,,264.05,,234.76,233.53,268.56,224.99,11/7/2022 9:30:30 AM
99052,9/1/2019 12:00:00 AM,Durum,259.03,,,,,,,,,243.25,11/7/2022 9:30:30 AM
99053,9/1/2019 12:00:00 AM,Wheat excluding durum,234.06,,219.86,,248.42,,233.06,199.9,267.63,213.62,11/7/2022 9:30:30 AM
99054,10/1/2019 12:00:00 AM,Durum,283.42,,,,,,,,,238.64,11/7/2022 9:30:30 AM
99055,10/1/2019 12:00:00 AM,Wheat excluding durum,232.57,,235.31,,254.33,,239.32,230.58,259.27,215.46,11/7/2022 9:30:30 AM
99056,11/1/2019 12:00:00 AM,Durum,298.86,,,,,,,,,246.88,11/7/2022 9:30:30 AM
99057,11/1/2019 12:00:00 AM,Wheat excluding durum,228.6,,236.68,,242.82,,238.88,236.38,255.87,212.48,11/7/2022 9:30:30 AM
99058,12/1/2019 12:00:00 AM,Durum,294.22,,,,,,,,,239.57,11/7/2022 9:30:30 AM
99059,12/1/2019 12:00:00 AM,Wheat excluding durum,235.16,,240.76,,280.55,,241.52,253.27,258.97,213.01,11/7/2022 9:30:30 AM
99060,1/1/2020 12:00:00 AM,Durum,294.38,,,,,,,,,245.03,11/7/2022 9:30:30 AM
99061,1/1/2020 12:00:00 AM,Wheat excluding durum,238.44,,247.56,,289.31,,255.67,268.11,264.13,218.93,11/7/2022 9:30:30 AM
99062,2/1/2020 12:00:00 AM,Durum,296.23,,,,,,,,,251.54,11/7/2022 9:30:30 AM
99063,2/1/2020 12:00:00 AM,Wheat excluding durum,238.64,,233.84,,270.78,,258,265.32,261.33,219.06,11/7/2022 9:30:30 AM
99064,3/1/2020 12:00:00 AM,Durum,296.25,,,,,,,,,260.66,11/7/2022 9:30:30 AM
99065,3/1/2020 12:00:00 AM,Wheat excluding durum,233.38,,240.33,,274.46,,262.65,271.77,267.63,218.99,11/7/2022 9:30:30 AM
99066,4/1/2020 12:00:00 AM,Durum,289.07,,,,,,,,,270.5,11/7/2022 9:30:30 AM
99067,4/1/2020 12:00:00 AM,Wheat excluding durum,237.96,,242.09,,269.56,,255.67,279.66,272.45,219.25,11/7/2022 9:30:30 AM
99068,5/1/2020 12:00:00 AM,Durum,308.44,,,,,,,,,281.24,11/7/2022 9:30:30 AM
99069,5/1/2020 12:00:00 AM,Wheat excluding durum,240.37,,243.47,,280.76,,264.97,270.43,279.48,222.6,11/7/2022 9:30:30 AM
99070,6/1/2020 12:00:00 AM,Durum,309.87,,,,,,,,,281.83,11/7/2022 9:30:30 AM
99071,6/1/2020 12:00:00 AM,Wheat excluding durum,231.79,,237.49,,284.26,,275.57,289.57,268.46,224.19,11/7/2022 9:30:30 AM
99072,7/1/2020 12:00:00 AM,Durum,307.93,,,,,,,,,287.21,11/7/2022 9:30:30 AM
99073,7/1/2020 12:00:00 AM,Wheat excluding durum,243.04,,238.25,,291.78,,281.08,295.39,264.42,227.78,11/7/2022 9:30:30 AM
99074,8/1/2020 12:00:00 AM,Durum,293.31,,,,,,,,,285.89,11/7/2022 9:30:30 AM
99075,8/1/2020 12:00:00 AM,Wheat excluding durum,231.52,,228.28,,291.23,,238.92,203.72,267.11,222.44,11/7/2022 9:30:30 AM
